sample_id,split,scene_label,image_path,mask_path,group_id
8267,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8267.jpg,Train/Labeled/Non-Flooded/mask/8267_lab.png,8267
8288,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8288.jpg,Train/Labeled/Non-Flooded/mask/8288_lab.png,8288
8306,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8306.jpg,Train/Labeled/Non-Flooded/mask/8306_lab.png,8306
8317,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8317.jpg,Train/Labeled/Non-Flooded/mask/8317_lab.png,8317
8322,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8322.jpg,Train/Labeled/Non-Flooded/mask/8322_lab.png,8322
8336,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8336.jpg,Train/Labeled/Non-Flooded/mask/8336_lab.png,8336
8342,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8342.jpg,Train/Labeled/Non-Flooded/mask/8342_lab.png,8342
8350,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8350.jpg,Train/Labeled/Non-Flooded/mask/8350_lab.png,8350
8361,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8361.jpg,Train/Labeled/Non-Flooded/mask/8361_lab.png,8361
8379,train,Flooded,Train/Labeled/Flooded/image/8379.jpg,Train/Labeled/Flooded/mask/8379_lab.png,8379
8385,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8385.jpg,Train/Labeled/Non-Flooded/mask/8385_lab.png,8385
8387,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8387.jpg,Train/Labeled/Non-Flooded/mask/8387_lab.png,8387
8388,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8388.jpg,Train/Labeled/Non-Flooded/mask/8388_lab.png,8388
8394,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8394.jpg,Train/Labeled/Non-Flooded/mask/8394_lab.png,8394
8398,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8398.jpg,Train/Labeled/Non-Flooded/mask/8398_lab.png,8398
8405,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8405.jpg,Train/Labeled/Non-Flooded/mask/8405_lab.png,8405
8408,train,Flooded,Train/Labeled/Flooded/image/8408.jpg,Train/Labeled/Flooded/mask/8408_lab.png,8408
8412,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8412.jpg,Train/Labeled/Non-Flooded/mask/8412_lab.png,8412
8415,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8415.jpg,Train/Labeled/Non-Flooded/mask/8415_lab.png,8415
8422,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8422.jpg,Train/Labeled/Non-Flooded/mask/8422_lab.png,8422
8424,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8424.jpg,Train/Labeled/Non-Flooded/mask/8424_lab.png,8424
8426,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8426.jpg,Train/Labeled/Non-Flooded/mask/8426_lab.png,8426
8429,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8429.jpg,Train/Labeled/Non-Flooded/mask/8429_lab.png,8429
8437,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8437.jpg,Train/Labeled/Non-Flooded/mask/8437_lab.png,8437
8472,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8472.jpg,Train/Labeled/Non-Flooded/mask/8472_lab.png,8472
8475,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8475.jpg,Train/Labeled/Non-Flooded/mask/8475_lab.png,8475
8479,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8479.jpg,Train/Labeled/Non-Flooded/mask/8479_lab.png,8479
8488,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8488.jpg,Train/Labeled/Non-Flooded/mask/8488_lab.png,8488
8510,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8510.jpg,Train/Labeled/Non-Flooded/mask/8510_lab.png,8510
8524,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8524.jpg,Train/Labeled/Non-Flooded/mask/8524_lab.png,8524
8529,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8529.jpg,Train/Labeled/Non-Flooded/mask/8529_lab.png,8529
8538,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8538.jpg,Train/Labeled/Non-Flooded/mask/8538_lab.png,8538
8594,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8594.jpg,Train/Labeled/Non-Flooded/mask/8594_lab.png,8594
8597,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8597.jpg,Train/Labeled/Non-Flooded/mask/8597_lab.png,8597
8603,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8603.jpg,Train/Labeled/Non-Flooded/mask/8603_lab.png,8603
8638,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8638.jpg,Train/Labeled/Non-Flooded/mask/8638_lab.png,8638
8775,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8775.jpg,Train/Labeled/Non-Flooded/mask/8775_lab.png,8775
8800,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8800.jpg,Train/Labeled/Non-Flooded/mask/8800_lab.png,8800
8805,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8805.jpg,Train/Labeled/Non-Flooded/mask/8805_lab.png,8805
8809,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8809.jpg,Train/Labeled/Non-Flooded/mask/8809_lab.png,8809
8822,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8822.jpg,Train/Labeled/Non-Flooded/mask/8822_lab.png,8822
8859,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8859.jpg,Train/Labeled/Non-Flooded/mask/8859_lab.png,8859
8895,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8895.jpg,Train/Labeled/Non-Flooded/mask/8895_lab.png,8895
8924,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8924.jpg,Train/Labeled/Non-Flooded/mask/8924_lab.png,8924
8928,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8928.jpg,Train/Labeled/Non-Flooded/mask/8928_lab.png,8928
8929,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8929.jpg,Train/Labeled/Non-Flooded/mask/8929_lab.png,8929
8956,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8956.jpg,Train/Labeled/Non-Flooded/mask/8956_lab.png,8956
8962,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8962.jpg,Train/Labeled/Non-Flooded/mask/8962_lab.png,8962
8966,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8966.jpg,Train/Labeled/Non-Flooded/mask/8966_lab.png,8966
8971,train,Non-Flooded,Train/Labeled/Non-Flooded/image/8971.jpg,Train/Labeled/Non-Flooded/mask/8971_lab.png,8971
9022,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9022.jpg,Train/Labeled/Non-Flooded/mask/9022_lab.png,9022
9027,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9027.jpg,Train/Labeled/Non-Flooded/mask/9027_lab.png,9027
9040,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9040.jpg,Train/Labeled/Non-Flooded/mask/9040_lab.png,9040
9050,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9050.jpg,Train/Labeled/Non-Flooded/mask/9050_lab.png,9050
9061,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9061.jpg,Train/Labeled/Non-Flooded/mask/9061_lab.png,9061
9069,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9069.jpg,Train/Labeled/Non-Flooded/mask/9069_lab.png,9069
9070,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9070.jpg,Train/Labeled/Non-Flooded/mask/9070_lab.png,9070
9080,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9080.jpg,Train/Labeled/Non-Flooded/mask/9080_lab.png,9080
9093,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9093.jpg,Train/Labeled/Non-Flooded/mask/9093_lab.png,9093
9095,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9095.jpg,Train/Labeled/Non-Flooded/mask/9095_lab.png,9095
9106,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9106.jpg,Train/Labeled/Non-Flooded/mask/9106_lab.png,9106
9278,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9278.jpg,Train/Labeled/Non-Flooded/mask/9278_lab.png,9278
9287,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9287.jpg,Train/Labeled/Non-Flooded/mask/9287_lab.png,9287
9343,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9343.jpg,Train/Labeled/Non-Flooded/mask/9343_lab.png,9343
9351,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9351.jpg,Train/Labeled/Non-Flooded/mask/9351_lab.png,9351
9365,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9365.jpg,Train/Labeled/Non-Flooded/mask/9365_lab.png,9365
9722,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9722.jpg,Train/Labeled/Non-Flooded/mask/9722_lab.png,9722
9724,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9724.jpg,Train/Labeled/Non-Flooded/mask/9724_lab.png,9724
9925,train,Non-Flooded,Train/Labeled/Non-Flooded/image/9925.jpg,Train/Labeled/Non-Flooded/mask/9925_lab.png,9925
