sample_id,official_split,scene_label,image_path,mask_path,width,height,image_mode,mask_mode,image_sha256,mask_sha256,image_dhash,exact_duplicate_group,requires_image_resize,class_0_pixels,class_0_present,class_0_fraction,class_1_pixels,class_1_present,class_1_fraction,class_2_pixels,class_2_present,class_2_fraction,class_3_pixels,class_3_present,class_3_fraction,class_4_pixels,class_4_present,class_4_fraction,class_5_pixels,class_5_present,class_5_fraction,class_6_pixels,class_6_present,class_6_fraction,class_7_pixels,class_7_present,class_7_fraction,class_8_pixels,class_8_present,class_8_fraction,class_9_pixels,class_9_present,class_9_fraction
6854,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/6854.jpg,Train/Labeled/Non-Flooded/mask/6854_lab.png,4000,3000,RGB,L,9c241dd51593bfb2474d4fd34156ef9db7a3981b51bb7bf3c7a6a156c01b7218,6ea9003fab7b66b748ee5587e8540c4b8ec5343abf34b83648a8219c4059de9c,3920293c3726262ab0e87f1f00806808,,0,0,0,0.0,0,0,0.0,973895,1,0.08115791666666666,0,0,0.0,1075982,1,0.08966516666666667,0,0,0.0,4543847,1,0.37865391666666665,74073,1,0.00617275,0,0,0.0,5332203,1,0.44435025
6855,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/6855.jpg,Train/Labeled/Non-Flooded/mask/6855_lab.png,4000,3000,RGB,L,7a31d6b32dbda1382f5c8e8509cf8b7a2e81f51736cede1e721542b3700cb6e7,60a946cea638cf631f8733b8e49440e733f4ca843af78e3ab6864ffefed85b0f,0d323b21202936269a9ffcb0ed3f0300,,0,0,0,0.0,0,0,0.0,1210358,1,0.10086316666666667,0,0,0.0,993550,1,0.08279583333333333,0,0,0.0,3884227,1,0.32368558333333336,53580,1,0.004465,21306,1,0.0017755,5836979,1,0.48641491666666664
6860,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/6860.jpg,Train/Labeled/Non-Flooded/mask/6860_lab.png,4000,3000,RGB,L,4a6481fb53304dd70a71a2d84cbd3d28456122d51390093eba39b47844aa6881,b15a4c896b08f918549e81c0fcb0670fd66a85c19c0296e7ea24f93169c6c33a,6360342c3e1e3e0ce68fe72fd7c71c64,,0,0,0,0.0,0,0,0.0,864404,1,0.07203366666666666,0,0,0.0,1238605,1,0.10321708333333333,0,0,0.0,5751883,1,0.47932358333333336,117987,1,0.00983225,0,0,0.0,4027121,1,0.33559341666666664
6918,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/6918.jpg,Train/Labeled/Non-Flooded/mask/6918_lab.png,4000,3000,RGB,L,7c9c230d5c09a4ff5e6f7d875ee1ed60de41d4f5b97d9a29720e405ecb31c090,2a32a91534c03f477320331f56dae2f57612d4259db6b0ac1d2557797e9a0d6e,f071626038307070fdbb420418f02000,,0,1746643,1,0.14555358333333332,0,0,0.0,0,0,0.0,0,0,0.0,308215,1,0.025684583333333334,974979,1,0.08124825,2585073,1,0.21542275,0,0,0.0,0,0,0.0,6385090,1,0.5320908333333333
6919,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/6919.jpg,Train/Labeled/Non-Flooded/mask/6919_lab.png,4000,3000,RGB,L,8e9972f8e4246660c87da7db1c73d0d5474954852ce00fb435955fff666d7c0a,429d869417de4f028e7620f896ff746621e433d0846f443e5e16dad25dc7d63d,30b0f070706038301f0ca19132400010,,0,1090627,1,0.09088558333333334,0,0,0.0,0,0,0.0,0,0,0.0,239447,1,0.019953916666666665,914760,1,0.07623,2824063,1,0.23533858333333332,0,0,0.0,0,0,0.0,6931103,1,0.5775919166666666
6924,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/6924.jpg,Train/Labeled/Non-Flooded/mask/6924_lab.png,4000,3000,RGB,L,bf4aef865e36fc252b0487b3cfa70bee09a8f42644c7a8b11e7e27f373eff64a,7b3294bc0dc1b53c4a3cdb01d1fcdcfbb85dcf393c0663bd610c97896fc22d7b,30b0707060f03070ffbf9c2000c08100,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,187345,1,0.015612083333333334,0,0,0.0,3071301,1,0.25594175,0,0,0.0,0,0,0.0,8741354,1,0.7284461666666666
6938,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/6938.jpg,Train/Labeled/Non-Flooded/mask/6938_lab.png,4000,3000,RGB,L,98930b0e9de1a72f6446609752ebe8e2b3d5085008434e3687476f2128351af1,cdc082c53d51cb12c7f5c67f858fcc02910559955a9078795a749ffc8bbc6ab1,0c2c6e2c2c24a6a6b7171eec1b02c3c1,,0,0,0,0.0,0,0,0.0,1271865,1,0.10598875,0,0,0.0,499915,1,0.04165958333333333,0,0,0.0,3418607,1,0.2848839166666667,0,0,0.0,184095,1,0.01534125,6625518,1,0.5521265
6953,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/6953.jpg,Train/Labeled/Non-Flooded/mask/6953_lab.png,4000,3000,RGB,L,fcd2eb6c6304209f4728aa8fd79f1da8e88a4d103372f6c5e3b62fe866fac908,8f2bdcf3f0b401596f59955eceb3802e2061b61bc79e0eb57010ac39cdf66a9a,888c981c585c5cdeffff3faeafae0e37,,0,0,0,0.0,0,0,0.0,209859,1,0.01748825,0,0,0.0,462527,1,0.038543916666666664,5135594,1,0.42796616666666665,3529527,1,0.29412725,0,0,0.0,168156,1,0.014013,2494337,1,0.20786141666666666
6955,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/6955.jpg,Train/Labeled/Non-Flooded/mask/6955_lab.png,4000,3000,RGB,L,5460078e0427a031a612e114716d1efbcc8e886a05f1ca42bb39603cc2493537,331cfe7666a96a8993193290b8eb83740280b9bc669b6a32dd35f3ca8417d3f5,c2ce9c9c889c9cdee61f8c0002ceffef,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,417684,1,0.034807,1517487,1,0.12645725,6194367,1,0.51619725,0,0,0.0,0,0,0.0,3870462,1,0.3225385
6960,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/6960.jpg,Train/Labeled/Non-Flooded/mask/6960_lab.png,4000,3000,RGB,L,6b62e81490cfb0eee85ba391cde4092918b51f676862d39d62b39b635421b26a,3ccd52c7dd0abae4cbc89215c421243097584682e90beb75743add9c6f79a7a2,7878797c6c6c6cfcb903f7f60c00405f,,0,0,0,0.0,0,0,0.0,1740394,1,0.14503283333333333,0,0,0.0,665497,1,0.05545808333333333,0,0,0.0,5243311,1,0.43694258333333336,67410,1,0.0056175,398657,1,0.03322141666666667,3884731,1,0.32372758333333335
6964,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/6964.jpg,Train/Labeled/Non-Flooded/mask/6964_lab.png,4000,3000,RGB,L,55bb1f6481e66fb0d46476aa37357d82a9a6a37efa6b95fbb0afab2eb1511d55,f2a4310edad954d34d3f8f72678f6b1e521980d03b208afe94af35356cf42343,4d4f4d4b535b5858f1f01e1d3f9c8480,,0,0,0,0.0,0,0,0.0,1620935,1,0.13507791666666666,0,0,0.0,546001,1,0.04550008333333333,0,0,0.0,4691366,1,0.3909471666666667,63178,1,0.005264833333333333,311785,1,0.025982083333333333,4766735,1,0.3972279166666667
6978,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/6978.jpg,Train/Labeled/Non-Flooded/mask/6978_lab.png,4000,3000,RGB,L,ae2ff71f695b6e2b76c0cbf404613fe84673f3e5aacf5f9f2b15e996640fd260,ab1bc05bc9d138101a88d30fff29ff3ff0932e4114854e5533308ffdf35071fb,b3b3b9b9b9b9b0b84c0c0ce307fe678e,,0,0,0,0.0,0,0,0.0,2284492,1,0.19037433333333334,0,0,0.0,663882,1,0.0553235,0,0,0.0,5504990,1,0.45874916666666665,48880,1,0.004073333333333333,117532,1,0.009794333333333334,3380224,1,0.28168533333333334
6982,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/6982.jpg,Train/Labeled/Non-Flooded/mask/6982_lab.png,4000,3000,RGB,L,4602cdbbe61e946e1747abb6e50d36391844e43c81d9caef570bb4e532dc625d,ed5d71c53c64c41c01494111ce4c145e4c1ec5a2ff8ece20120391967050c720,b1b3b3a7b1b333b2f78340fc9932ac67,,0,0,0,0.0,0,0,0.0,1810758,1,0.1508965,0,0,0.0,2528089,1,0.21067408333333335,0,0,0.0,4511012,1,0.37591766666666665,32737,1,0.0027280833333333332,0,0,0.0,3117404,1,0.2597836666666667
6994,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/6994.jpg,Train/Labeled/Non-Flooded/mask/6994_lab.png,4592,3072,RGB,L,c4109367ea4522552b40ed422fa9e9923293b83298d08de8728ee230f05a0fcd,3e67d1e1e6ad48fa0ee4a4a1923ee007cf8c80ed0c4e7365c3f1ca1638111796,e0c1cf8c0c085290c0034f8c9c180017,,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,3460654,1,0.28838783333333334,0,0,0.0,932636,1,0.07771966666666667,76351,1,0.006362583333333333,0,0,0.0,7530359,1,0.6275299166666667
6997,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/6997.jpg,Train/Labeled/Non-Flooded/mask/6997_lab.png,4592,3072,RGB,L,58185d3d334ae007d3a26474ac3ea3960c4c57afe4e3509c7155fe10b3a4d27e,5bd7d31b32b8cad35d4e59210a64db474c0db0dc7268fe66de7a9462160e9514,02131c191b8fcd9f1f3fffffff3f7cdb,,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2497447,1,0.20812058333333333,0,0,0.0,0,0,0.0,277885,1,0.02315708333333333,0,0,0.0,9224668,1,0.7687223333333333
6999,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/6999.jpg,Train/Labeled/Non-Flooded/mask/6999_lab.png,4000,3000,RGB,L,1e9fce45af99e7b5950d0323924b1009ff9d0dfc36819c966aa581e09ca6f190,8498d330ee9c6121d3c5bb4cfe7190acbb147f296d24f13e3ce07b814f643f3d,08795367458d0c2c097bf3e4c0c0020c,,0,0,0,0.0,0,0,0.0,62145,1,0.00517875,0,0,0.0,0,0,0.0,0,0,0.0,6893903,1,0.5744919166666667,0,0,0.0,0,0,0.0,5043952,1,0.42032933333333333
7003,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7003.jpg,Train/Labeled/Non-Flooded/mask/7003_lab.png,4000,3000,RGB,L,b9862b05bdc640355854ef9a3f074868141fff05372eaf03dd263d67c173fefc,036638bbcb0ae25dedd8a95e23c26797c12a8bd3bdaaf2007ccec88c4590f508,c8c9c9c8c0ccccc5e53f3af247b72990,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,5032015,1,0.41933458333333334,0,0,0.0,0,0,0.0,6967985,1,0.5806654166666667
7010,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7010.jpg,Train/Labeled/Non-Flooded/mask/7010_lab.png,4000,3000,RGB,L,56c357f0be2e367060a94ec83a306f8b2716438d4bb3913f16b3571cddd9a201,f1d524a7b7cb0744b469640c265e9407abb9b4a2c4038d8262940c40f001e093,989284223210140673f7380fc8fef3bf,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6841120,1,0.5700933333333333,0,0,0.0,0,0,0.0,5158880,1,0.42990666666666666
7014,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7014.jpg,Train/Labeled/Non-Flooded/mask/7014_lab.png,4000,3000,RGB,L,11f84c52b99104312be6ee523c8eb4b8125f93b065842b3918224eb3fdd4e4cf,56936a726d4eb41ed64cea4dc08f30f430210a6772b621acf4c63cbe643629fd,9d8783898d89c1c1f3f84c06f038031f,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,8003382,1,0.6669485,0,0,0.0,0,0,0.0,3996618,1,0.3330515
7018,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7018.jpg,Train/Labeled/Non-Flooded/mask/7018_lab.png,4000,3000,RGB,L,3ca1dc9252e82edc6dc814b559c222eed459a3a96a6c1ef8caee9aa201c8d65d,a29f26a05c9bfb75d12ca77403448bc0fdd0bd322b2087280af8619c0c7a81ca,089998a387839382493f737388087c3a,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6365199,1,0.53043325,0,0,0.0,0,0,0.0,5634801,1,0.46956675
7024,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7024.jpg,Train/Labeled/Non-Flooded/mask/7024_lab.png,4000,3000,RGB,L,e5e3f2be5d059668d6116667219dcd0190802e8f27aea7b018bc36e4c9c5dd78,c7074acbb31efdb5ed684620a6d623ac99776f7c34f57f4830a13becbf0fc72f,f0f0605cc89818dcb881875f79800031,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,4272286,1,0.3560238333333333,0,0,0.0,0,0,0.0,7727714,1,0.6439761666666667
7033,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7033.jpg,Train/Labeled/Non-Flooded/mask/7033_lab.png,4000,3000,RGB,L,fdee9de8855c9210b1c2a327b3d21bbb2ab1bec2c22ecefbeca5a81282c4311f,0bdb67931b9eaede87c416fec800125731ffc391b16f9837a3205d7405bd7fb8,60eae0f1e1e06060406db93f06eec382,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,7990327,1,0.6658605833333333,0,0,0.0,0,0,0.0,4009673,1,0.3341394166666667
7039,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7039.jpg,Train/Labeled/Non-Flooded/mask/7039_lab.png,4000,3000,RGB,L,7304edd75ccf762625f822e9f72e61d917287837316eb2a17bb48f0bee196e46,0da224f5b7019e4c568f497d09d09142f767764a32cc0d6bc0c34ef3b24796c7,6878707070707071dc989196e6e7c100,,0,0,0,0.0,0,0,0.0,60075,1,0.00500625,0,0,0.0,0,0,0.0,0,0,0.0,5359411,1,0.44661758333333335,0,0,0.0,0,0,0.0,6580514,1,0.5483761666666667
7046,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7046.jpg,Train/Labeled/Non-Flooded/mask/7046_lab.png,4000,3000,RGB,L,ba73a36689ca724edc6f3436db3ec489ffc2e0a0cfdd67faa49dd8b6f0ae8002,7e46c9dbb28b89741fa854fa55fd9bd67318322f5c81c998d41a68d884149f5e,d8d9defcf0f0d8d9fdf2b6b940008000,,0,0,0,0.0,0,0,0.0,950507,1,0.07920891666666667,0,0,0.0,0,0,0.0,0,0,0.0,2801648,1,0.23347066666666666,70099,1,0.005841583333333333,157856,1,0.013154666666666667,8019890,1,0.6683241666666667
7049,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7049.jpg,Train/Labeled/Non-Flooded/mask/7049_lab.png,4000,3000,RGB,L,a49e22ab107fb70d1907776323697adbaf8a85e8c2b509c7ed3893d58d47f0f3,5fcb9ed66828665b1b48470a256297ea0b83de829362b2e177ec5d3b88253845,7613333034303038c0c89e0200088f8f,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,724461,1,0.06037175,688247,1,0.057353916666666664,0,0,0.0,0,0,0.0,0,0,0.0,10587292,1,0.8822743333333334
7050,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7050.jpg,Train/Labeled/Non-Flooded/mask/7050_lab.png,4000,3000,RGB,L,f66b61ed2309143ade841a0f08e6a6deefcd9c157aa86f9dcf10cc83757f09fe,b5c1bd156544ecc4a87d5ff2847efa55cdab0c7e6ed8d9b818dad690a187c4d8,563333303430303880c89e0000888f8f,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,720076,1,0.060006333333333335,568548,1,0.047379,0,0,0.0,0,0,0.0,0,0,0.0,10711376,1,0.8926146666666667
7051,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7051.jpg,Train/Labeled/Non-Flooded/mask/7051_lab.png,4000,3000,RGB,L,1f62c1ceb4d481422c217191374c4bf136442da24582ed502359bc78b7264f0b,5a8ac2b20cf6a5566bb968197dfcaeed33082d6871d019dfae29330fe1677048,567733313034303091888e860080880f,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,592172,1,0.049347666666666665,633361,1,0.05278008333333333,0,0,0.0,0,0,0.0,0,0,0.0,10774467,1,0.89787225
7053,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7053.jpg,Train/Labeled/Non-Flooded/mask/7053_lab.png,4000,3000,RGB,L,8200af66013386f1fbbedf69f5ff9991fd3786b502cc2f30680725bf09d63bbc,7118f2699d6d0e81e46708e1045cc956f05364e9d10452b2e6229462463db226,54777371706065669180880e06000000,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,406874,1,0.03390616666666667,1000123,1,0.08334358333333333,0,0,0.0,0,0,0.0,0,0,0.0,10593003,1,0.88275025
7064,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7064.jpg,Train/Labeled/Non-Flooded/mask/7064_lab.png,4000,3000,RGB,L,fa9832aa26bb87801a2d4a657a4735825bd9a53f47b5f37c82170f7177e45c3a,a6e425af0adcf74ee816b19ee08ebf091a2e60361c02c906c079e339e59dfd08,70f6faf3f3f1e7e3e70c001504300008,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,272989,1,0.022749083333333333,773537,1,0.06446141666666666,0,0,0.0,0,0,0.0,0,0,0.0,10953474,1,0.9127895
7071,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7071.jpg,Train/Labeled/Non-Flooded/mask/7071_lab.png,4000,3000,RGB,L,40f58e89e7b8a47ad82247f10480240dc172f215f1214d9d1f6729bc6b29c6fa,becd1119977fdc3234f8680b2b38e1badf95b83466b5d6a08915ca3cc2fbf15c,f0f0f0f6f7e8e9e910ff030700040000,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,364916,1,0.030409666666666668,1297335,1,0.10811125,0,0,0.0,0,0,0.0,0,0,0.0,10337749,1,0.8614790833333333
7072,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7072.jpg,Train/Labeled/Non-Flooded/mask/7072_lab.png,4000,3000,RGB,L,5d1cc20df8056d64af53f6dd4445b7b6f8b09f98cd6bc02ded572aff87f92be7,730f9bd492aba56304b099817de3bedb2d6aff57fd602067cb7a036962055858,f0f0f0f2f6e5ece930ffff0304000600,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,385675,1,0.03213958333333333,1442200,1,0.12018333333333334,0,0,0.0,0,0,0.0,0,0,0.0,10172125,1,0.8476770833333334
7077,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7077.jpg,Train/Labeled/Non-Flooded/mask/7077_lab.png,4000,3000,RGB,L,77f6d04dd3c95152f50057d63526ae5b8bd150a45a5227625398119edca92fb2,5cd22435a6fef4e219ed83400dba645b066e87a7d47ee68a3c4f25b290cace77,70f0f0f0f0f0f0fb10303818fcff0000,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,738379,1,0.061531583333333334,358833,1,0.02990275,0,0,0.0,0,0,0.0,0,0,0.0,10902788,1,0.9085656666666667
7078,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7078.jpg,Train/Labeled/Non-Flooded/mask/7078_lab.png,4000,3000,RGB,L,840bc2d68002191b63331754bbe51a93adbfe8b07cea662487b4c07878533d5a,b2e1a2815379753f05eeac3eafc11832f463e3b89b5bc343241a3ad82c4bc2f8,f0f0f0f0f0f0f0f00b10303000fcff00,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,932126,1,0.07767716666666667,281117,1,0.02342641666666667,0,0,0.0,0,0,0.0,0,0,0.0,10786757,1,0.8988964166666666
7081,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7081.jpg,Train/Labeled/Non-Flooded/mask/7081_lab.png,4000,3000,RGB,L,71daafb2943b7a7d7ff36289bf4be6d4763ce8d6a6fb0a1db9542743af1641ad,f6cc3b5b5ba07ad74a1d606ddc81facc3744e4f719fe7008255ffa079f934131,f0f0f0f0f0f0e0e01f08003000000000,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,651808,1,0.054317333333333336,0,0,0.0,0,0,0.0,0,0,0.0,11348192,1,0.9456826666666667
7083,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7083.jpg,Train/Labeled/Non-Flooded/mask/7083_lab.png,4000,3000,RGB,L,f3da5ce15840b5b2a8459af302968d9886267963cceb53817e8394abbd36610c,9ab143eb18142fa79520177559fc9696e31ef6821143229a8aff43f49d5dd743,f1f0f0f0f0f0f0e01f1f080000000000,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,514558,1,0.04287983333333333,0,0,0.0,0,0,0.0,0,0,0.0,11485442,1,0.9571201666666667
7088,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7088.jpg,Train/Labeled/Non-Flooded/mask/7088_lab.png,4000,3000,RGB,L,b0d99e443a8e6e0a75587a6c0acfe1c7328b344166177cf289e527218184072a,0d97a5391548f16ac64c0d9647b1609e593acf7ae7dac55b3f5842ff73c5faef,c5f0f0f0f0f0f8f0fe1f1e103c0c0000,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,439440,1,0.03662,0,0,0.0,0,0,0.0,0,0,0.0,11560560,1,0.96338
7098,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7098.jpg,Train/Labeled/Non-Flooded/mask/7098_lab.png,4000,3000,RGB,L,56326fc2c7470bb129b9f9a329058a39d3ee1ae8c6df5935b5650273ee7fcc71,931bf44e9132a4c78a9839311ed881124a98211433dbb325f3c6b092a920f132,8f3b33f0f0f0f0301c78ff7e08000080,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,22794,1,0.0018995,1035255,1,0.08627125,440461,1,0.03670508333333333,0,0,0.0,0,0,0.0,10501490,1,0.8751241666666667
7100,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7100.jpg,Train/Labeled/Non-Flooded/mask/7100_lab.png,4000,3000,RGB,L,5d21ddc86556c41bd026b16eb579ea3f58f549047017b30da133b637765e2d21,b3b49ef2c38f8945dfae2d9e18109897b74f1dec8f3147079652008dfd9388a5,072b33f0f0f0f0f01c1c7eff08000000,,0,0,0,0.0,0,0,0.0,44278,1,0.003689833333333333,0,0,0.0,59163,1,0.00493025,1206417,1,0.10053475,381454,1,0.031787833333333335,0,0,0.0,0,0,0.0,10308688,1,0.8590573333333333
7102,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7102.jpg,Train/Labeled/Non-Flooded/mask/7102_lab.png,4000,3000,RGB,L,40a0b95c182cbc194e97cfcb381a6bf3101e05b2fd96d65dc5d5e5e849e5dd99,33a2bc001549a3c7f053db453d5075fea3a0f31901a681abfa14efc44d7dcc93,872731f2f0f0f0f0101e7efffc000000,,0,0,0,0.0,0,0,0.0,75848,1,0.006320666666666666,0,0,0.0,87093,1,0.00725775,945121,1,0.07876008333333333,713044,1,0.05942033333333333,0,0,0.0,0,0,0.0,10178894,1,0.8482411666666667
7103,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7103.jpg,Train/Labeled/Non-Flooded/mask/7103_lab.png,4000,3000,RGB,L,5fe365f621503deb1afabe4ad8b6fefbb38eb67b15582f94cf97ff6894089add,85a80b02f746a7223553a552557c00f305f5d3e55c851991c9bcf48fd8da4f9d,87373173f0f0f8f980087f7ffe080000,,0,0,0,0.0,0,0,0.0,81901,1,0.006825083333333333,0,0,0.0,104688,1,0.008724,661761,1,0.05514675,1024785,1,0.08539875,0,0,0.0,0,0,0.0,10126865,1,0.8439054166666666
7109,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7109.jpg,Train/Labeled/Non-Flooded/mask/7109_lab.png,4000,3000,RGB,L,601d3544cea8b41934d328bc60729782766859406737ba56b8a647df11ad96c8,b5a990156bee2007ae61ed1934462e40ac4f27f0d5c8eef279c4d9c0b131c5fb,ef8331707371f0f0f8801e1900fe4f00,,0,0,0,0.0,0,0,0.0,146761,1,0.012230083333333334,0,0,0.0,272329,1,0.022694083333333333,832883,1,0.06940691666666667,1880384,1,0.15669866666666668,0,0,0.0,0,0,0.0,8867643,1,0.73897025
7124,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7124.jpg,Train/Labeled/Non-Flooded/mask/7124_lab.png,4000,3000,RGB,L,a7d242da24aef57ca75fba46582098b4d56a7790f66613bf8b47d9d92942a706,c02d994e5153c16058f642254908b147843707c124bf5dc7ddc7ed5996794742,f17577e4e6e2628016c372f4c98ee7c4,,0,0,0,0.0,0,0,0.0,214111,1,0.017842583333333332,0,0,0.0,540016,1,0.04500133333333333,344024,1,0.028668666666666665,2985870,1,0.2488225,0,0,0.0,0,0,0.0,7915979,1,0.6596649166666667
7128,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7128.jpg,Train/Labeled/Non-Flooded/mask/7128_lab.png,4000,3000,RGB,L,eaf4ebf226aa1594cdd3e81f2b7f21d4ce2c5131fa4958486844581b3b7c9e00,2612a6892ee474932155b4bc59d87ddf9d4fd0e5f9dc0d2dd50534c8893c6eac,34b6b33b3fb637760f9be7bf3771b070,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,2496720,1,0.20806,170448,1,0.014204,2977137,1,0.24809475,0,0,0.0,0,0,0.0,6355695,1,0.52964125
7146,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7146.jpg,Train/Labeled/Non-Flooded/mask/7146_lab.png,4000,3000,RGB,L,9edf93be93dc67816186102bd40e384ee94d8d7d65cb7331bac0d6140d34ba02,8c2910222398222f9d2496b4cc9b37caea98a9de1a06f03e21eb758712168726,78ddf8dadafc2c6e65cfe3a9acc7b3e1,,0,0,0,0.0,0,0,0.0,835386,1,0.0696155,0,0,0.0,3607316,1,0.30060966666666666,0,0,0.0,960734,1,0.08006116666666667,20122,1,0.0016768333333333333,0,0,0.0,6576442,1,0.5480368333333333
7160,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7160.jpg,Train/Labeled/Non-Flooded/mask/7160_lab.png,4000,3000,RGB,L,ff35d4f4d3ad3ece2cc44fbf36265449f095a3bc2fafce54681983475c07c43c,18a4fa3b804adcf0ce35dee0e8f75ba1a508f83bfaba410dbeac34a6806e9df3,c4a488cca4a4c494170e2212526038c8,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,136119,1,0.01134325,2863593,1,0.23863275,0,0,0.0,0,0,0.0,9000288,1,0.750024
7162,Train/Labeled,Non-Flooded,Train/Labeled/Non-Flooded/image/7162.jpg,Train/Labeled/Non-Flooded/mask/7162_lab.png,4000,3000,RGB,L,9ec82685fe5b62c6b9be690c707308ab958cb3f7e7aa61ee808056cd10621354,0086937faf336a37f3deac3b92a530a4b34f31a74253916e98f1f185b5988092,c4c0c0cc848c8c4419000e05110c2002,,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,19775,1,0.0016479166666666667,1796540,1,0.14971166666666666,0,0,0.0,0,0,0.0,10183685,1,0.8486404166666667
